Link,Nome,Preço
https://www.kabum.com.br/produto/159198,"Processador Intel Core I5-10600K, 4.1GHz (4.8GHz Max Turbo), Cache 12MB, LGA 1200 - BX8070110600K","R$ 1.439,10"
https://www.kabum.com.br/produto/402001,"Processador Intel Core I7-10700F, 2.9GHz, Cache 16MB, LGA 1200 - BX8070110700F","R$ 1.889,00"
https://www.kabum.com.br/produto/400251,"Processador Intel Core I7-13700KF, 2.5GHz, 1700 - BX8071513700KFI","R$ 3.094,74"
https://www.kabum.com.br/produto/420277,"Processador AMD Ryzen 5 7600, 3.8GHz (5.1GHz Turbo), Cache 32MB, Hexa Core, 12 Threads, AM5, Wraith Stealth - 100-100001015BOX","R$ 1.563,07"
https://www.kabum.com.br/produto/416602,"Processador Intel Core I9 13900K, 5.80GHz Max Turbo, Cache 36MB, Quad Core, 32 Threads, LGA 1700","R$ 6.385,90"
https://www.kabum.com.br/produto/400720,"Processador Intel Core I7 13700k, 5.40ghz Max Turbo, 16-core, Lga1700","R$ 3.082,02"
https://www.kabum.com.br/produto/390993,"Processador AMD Ryzen 9 7900X, 5.6GHz, Cache 76MB, AM5, Radeon Graphics Com Ví­deo - 100-100000589WOF","R$ 2.902,67"
https://www.kabum.com.br/produto/161591,"Processador AMD Ryzen 3 3200G, 3.6GHz (4GHz Max Turbo), Cache 6MB, AM4 - YD3200C5FHBOX","R$ 499,00"
https://www.kabum.com.br/produto/169438,"Processador Intel Core I5-11400 11ª Geração, 2.6GHz (4.4GHz Turbo), Cache 12MB, LGA 1200 - BX8070811400","R$ 1.320,58"
https://www.kabum.com.br/produto/464305,"Processador Intel I3-7100, 3.70ghz, 3mb Cache, Fclga1151","R$ 344,01"
https://www.kabum.com.br/produto/345191,"Processador AMD FX-8300, 4.2GHz, Cache 8MB, Octa Core, 8 Threads, AM3+, OEM","R$ 436,19"
https://www.kabum.com.br/produto/461440,"Processador AMD Ryzen 9 7950x3d, 4.2ghz, 128mb, 16cores, 120w Am5 C/gra Pn # 100-100000908wof","R$ 5.556,73"
https://www.kabum.com.br/produto/368559,"Processador AMD Ryzen 5 4600G, 3.7GHz (4.2GHz), Cache 11MB, Hexa Core 11MB, AM4","R$ 1.335,90"
https://www.kabum.com.br/produto/430126,"Processador Intel Core I7 13700, 2.10ghz, 16-core, LGA1700","R$ 3.645,81"
https://www.kabum.com.br/produto/112993,"Processador Intel Core i5-10600KF, 4.1GHz, Cache 12MB, LGA 1200 - BX8070110600KF","R$ 999,99"
https://www.kabum.com.br/produto/283713,"Processador Intel Core i5-12400, 2.5GHz (4.4GHz Max Turbo), Cache 18MB, LGA 1700 - BX8071512400","R$ 1.149,99"
https://www.kabum.com.br/produto/148902,"Processador Intel Core i7-11700K 11ª Geração, 3.6 GHz (4.9GHz Turbo), Cache 16MB, Octa Core, 16 Threads, LGA 1200, Vídeo Integrado - BX8070811700K","R$ 1.899,99"
https://www.kabum.com.br/produto/287698,"Processador Intel Core I3-10105F, 3.7GHz (4.4GHz), Cache 6MB, 8 Threads, LGA 1200","R$ 664,91"
https://www.kabum.com.br/produto/467739,"Processador AMD Ryzen 5 3600x, Cache 32MB, 3.8GHZ, (4.4ghz Max Turbo) Am4, Sem Vídeo Oem","R$ 699,00"
https://www.kabum.com.br/produto/112997,"Processador Intel Core i7-10700KF, 3.8GHz (5.1GHz Max Turbo), Cache 16MB, LGA 1200 - BX8070110700KF","R$ 1.599,99"
https://www.kabum.com.br/produto/113000,"Processador Intel Core i9-10900K, 3.7GHz (5.3GHz Max Turbo), Cache 20MB, LGA 1200 - BX8070110900K","R$ 2.399,99"
https://www.kabum.com.br/produto/283716,"Processador Intel Core i9-12900F, Cache 30MB, 2.4GHz (5.1GHz Max Turbo), LGA 1700 - BX8071512900F","R$ 2.799,99"
https://www.kabum.com.br/produto/405799,"Processador AMD Ryzen 5 7600, 5.1GHz Max Turbo, Cache 38MB, AM5, 6 Núcleos, Vídeo Integrado - 100-100001015BOX","R$ 1.459,99"
https://www.kabum.com.br/produto/426260,"Processador AMD Ryzen 9 7950X3D, 5.7GHz Max Turbo, Cache 144MB, AM5, 16 Núcleos, Vídeo Integrado - 100-100000908WOF","R$ 5.199,99"
https://www.kabum.com.br/produto/315286,"Processador Intel Core i9-12900KS, 3.4GHz (5.5GHz Max Turbo), Cache 30MB, LGA 1700, Vídeo Integrado - BX8071512900KS","R$ 2.999,99"
https://www.kabum.com.br/produto/231039,"Processador Intel I5-2400, 3.40GHz, Cache 6MB, FCLGA 1155, OEM","R$ 69,54"
https://www.kabum.com.br/produto/252071,"Processador Intel Celeron G-5900, 3.40GHz, Dual Core, 2 Threads, FCLGA 1200 - BX80701G5900","R$ 221,54"
https://www.kabum.com.br/produto/453358,"Processador Intel Core I9-13900kf, Lga 1700, 36MB Cache - Bx8071513900kf","R$ 4.017,87"
https://www.kabum.com.br/produto/357485,"Processador AMD Ryzen 3 4100, 4.0GHz, Cache 6MB, AM4, Wraith Stealth, Sem Ví­deo Integrado - 100-100000510BOX","R$ 447,02"
https://www.kabum.com.br/produto/159193,"Processador Intel Core I9 10900KF, 5.30GHz, Box - BX8070110900KF","R$ 2.575,42"
https://www.kabum.com.br/produto/405760,"Processador Intel Core i9-13900, 5.6GHz Max Turbo, Cache 36MB, 24 Núcleos, 32 Threads, LGA 1700, Vídeo Integrado - BX8071513900","R$ 3.799,99"
https://www.kabum.com.br/produto/405801,"Processador AMD Ryzen 7 7700, 5.3GHz Max Turbo, Cache 40MB, AM5, 8 Núcleos, Vídeo Integrado - 100-100000592BOX","R$ 2.099,99"
https://www.kabum.com.br/produto/386972,"Processador Intel Core i9-13900KF, 13ª Geração, 5.8GHz Max Turbo, Cache 36MB, 24 Núcleos, 32 Threads, LGA 1700 - BX8071513900KF","R$ 3.749,99"
https://www.kabum.com.br/produto/386975,"Processador Intel Core i5-13600K, 13ª Geração, 5.1GHz Max Turbo, Cache 24MB, 14 Núcleos, 20 Threads, LGA 1700, Vídeo Integrado - BX8071513600K","R$ 2.199,99"
https://www.kabum.com.br/produto/421583,Processador Intel Core I3 13100f Box LGA 1700 3.4GHZ 12MB Cache S/ Vídeo - Bx8071513100f,"R$ 815,07"
https://www.kabum.com.br/produto/393621,"Processador AMD Ryzen 5 3600, 3.6GHz - 4.2GHz Max Turbo, Cache 32MB, AM4, Sem Vídeo - 100-100000031SBX","R$ 589,50"
https://www.kabum.com.br/produto/409970,"Processador Intel I3-2100, 3.1GHz, Cache 3MB, Dual Core, 4 Threads, LGA 1155, OEM","R$ 36,40"
https://www.kabum.com.br/produto/169551,"Processador AMD Ryzen 7 5800X, 3.8GHz, Cache 32MB, Octa Core, 16 Threads, AM4 - 100-100000063WOF","R$ 1.536,72"
https://www.kabum.com.br/produto/181842,"Processador AMD Ryzen 9 5900X, 3.7GHz, Cache 70MB, AM4, 105W","R$ 2.130,87"
https://www.kabum.com.br/produto/158284,"Processador Intel Core I3-10100F, 3.60GHz (4.30GHz Turbo), Cache 6MB, LGA 1200 - BX8070110100F","R$ 440,22"
https://www.kabum.com.br/produto/426262,"Processador AMD Ryzen 7 7800X3D, 5.0GHz Max Turbo, Cache 104MB, AM5, 8 Núcleos, Vídeo Integrado - 100-100000910WOF","R$ 3.299,99"
https://www.kabum.com.br/produto/158272,"Processador Intel Core I7-10700F 10ª Geração, 2.9GHz (4.8GHz Turbo), Cache 16MB, LGA 1200 - BX8070110700F","R$ 1.320,82"
https://www.kabum.com.br/produto/320798,"Processador AMD Ryzen 5 5600, 3.5GHz (4.4GHz Max Turbo), Cache 35MB, AM4, Sem Vídeo - 100-100000927BOX","R$ 899,99"
https://www.kabum.com.br/produto/167750,"Processador Intel I3-10105F, 3.7GHz, Cache 6MB, Quad Core, 8 Threads, LGA 1200 - BX8070110105F","R$ 440,22"
https://www.kabum.com.br/produto/356695,"Processador AMD Ryzen 5 5500, 3.6GHz, Cache 16MB, Hexa Core, 12 Threads, AM4 - 100-100000457BOX","R$ 608,52"
https://www.kabum.com.br/produto/112990,"Processador Intel Core i5-10400, 2.9GHz (4.3GHz Max Turbo), Cache 12MB, LGA 1200 - BX8070110400","R$ 899,99"
https://www.kabum.com.br/produto/162097,"Processador Intel Core I5-10400F, 2.90GHz (4.3GHz Turbo), Hexa Core, Cache 12MB, LGA 1200 - BX8070110400F","R$ 704,57"
https://www.kabum.com.br/produto/320799,"Processador AMD Ryzen 5 5500, 3.6GHz (4.2GHz Max Turbo), Cache 19MB, AM4, Sem Vídeo - 100-100000457BOX","R$ 699,99"
https://www.kabum.com.br/produto/283719,"Processador Intel Core i3-12100F, 3.3GHz (4.3GHz Max Turbo), Cache 12MB, LGA 1700 - BX8071512100F","R$ 629,99"
https://www.kabum.com.br/produto/161581,"Processador AMD Athlon 3000G, 3.5GHz, Cache 5MB, Dual Core, 4 Thread, AM4, Radeon VEGA 3 - YD3000C6FBBOX","R$ 699,99"
https://www.kabum.com.br/produto/396159,"Processador Intel I3-2120, 3.30GHz, Dual Core, 4 Threads, OEM","R$ 176,68"
https://www.kabum.com.br/produto/345263,"Processador Intel G3250, 3.2GHz, Dual Core, 1150, OEM","R$ 89,63"
https://www.kabum.com.br/produto/352492,"Processador Intel Core I7 4770, 3.4GHz, Cache 8MB, 1150, Sem Cooler","R$ 440,97"
https://www.kabum.com.br/produto/365512,"Processador Intel Core I3-2100, 3.10GHz, Dual Core, 4 Threads","R$ 122,81"
https://www.kabum.com.br/produto/315021,"Processador Intel Core I3-12100F 2.9, LGA 1700 - BX8071512100Fi","R$ 841,00"
https://www.kabum.com.br/produto/345243,"Processador AMD Ryzen 3, 3.5GHz, Cache 4MB, Octa Core, 4 Threads, AM4, Radeon Vega 8 Graphics, OEM, Desk","R$ 761,24"
https://www.kabum.com.br/produto/425019,"Processador Intel Core I7, 4565t, 2.00Ghz, 8MB, 4ª Geração Oem 1150","R$ 427,95"
https://www.kabum.com.br/produto/422675,"Processador AMD A12-8870e Pro, 2.9GHz, Quad Core, AM4 Oem","R$ 546,14"
https://www.kabum.com.br/produto/458526,"Processador Intel Core I3-13100f 3.4ghz,4.5ghz Max Turbo,Cache 12mb L1700 - BX8071513100F","R$ 932,80"
https://www.kabum.com.br/produto/463675,"Processador Core I5 2500, Lga1155, Oem Tray Sem Cooler","R$ 230,30"
https://www.kabum.com.br/produto/463677,"Processador Amd Ryzen 5 5600x, 6-core, 12-threads, 3.7ghz (4.6ghz Turbo), Cache 35mb, Am4","R$ 1.519,03"
https://www.kabum.com.br/produto/457004,Processador AMD Ryzen 5 7600x 38mb 5.3ghz 100-100000593wof,"R$ 1.969,00"
https://www.kabum.com.br/produto/457925,"Processador AMD Ryzen 7 5700G, 20MB, 3.8ghz, 100-100000263box","R$ 1.591,42"
https://www.kabum.com.br/produto/458524,"Processador Intel Core I7-12700kf 3.6ghz,5.0ghz Max Turbo,Cache 25mb LGA1700 - BX8071512700KF","R$ 2.648,92"
https://www.kabum.com.br/produto/422669,"Processador AMD A10-9700, 3.5GHz, Quad Core, AM4 Oem","R$ 597,40"
https://www.kabum.com.br/produto/458707,"Processador Intel Core I7-13700 2.1ghz,5-2ghz Max Turbo, Cache 25mb LGA1700 - BX8071513700","R$ 3.279,80"
https://www.kabum.com.br/produto/452882,"Processador Intel Core I5-10600kf, 4.1ghz - 4.8ghz Turbo, 12MB Cache, 6-core, 12-threads, Lga1200 - Bx8070110600kf","R$ 1.446,17"
https://www.kabum.com.br/produto/419332,Kit Processador AMD Ryzen 5 5600g E Pasta Térmica Cooler Master,"R$ 1.550,33"
https://www.kabum.com.br/produto/422666,"Processador AMD Athlon 64 3800+, 2.4GHz, AM2, Ada3800iaa4cn - Oem","R$ 20,91"
https://www.kabum.com.br/produto/441483,"Processador Intel Core I5-8500, 3.0ghz, 9MB, S/cooler Tray","R$ 662,92"
https://www.kabum.com.br/produto/346361,"Processador Intel Core I7-4770, 40GHz, Quad Core, LGA 1150, OEM","R$ 665,64"
https://www.kabum.com.br/produto/345582,"Processador Intel Core I5-4570 4ª Geração, 3.20GHz, Smart Cache 6MB, Quad Core, LGA 1150, OEM","R$ 350,14"
https://www.kabum.com.br/produto/468067,"Processador Intel Core I9 12900ks, 3.40GHZ (5.50 Ghz Max Turbo), 16-core, LGA1700","R$ 6.126,90"
https://www.kabum.com.br/produto/450028,"Processador Intel 1150 Core I5 4590, 3.70ghz, 6MB S/cooler, Tray 4ªg,  I5-4590","R$ 154,62"
https://www.kabum.com.br/produto/345258,"Processador Intel Core I3-4170, 3.7GHz, LGA 1150, DDR3, OEM","R$ 167,18"
https://www.kabum.com.br/produto/419330,Kit com Processador AMD Ryzen 3 3200g + Pasta Térmica Cooler Master,"R$ 1.212,42"
https://www.kabum.com.br/produto/466270,"Processador Intel Core I7-10700f, Cache 16MB, 2.9ghz, 4.8ghz Max Turbo, LGA 1200","R$ 1.604,99"
https://www.kabum.com.br/produto/422653,"Placa-Mãe Msi Pro Z690-a, DDR4 M.2 LGA1700, 911-7d25-029","R$ 2.009,00"
https://www.kabum.com.br/produto/405768,"Processador Intel Core i3-13100F, 4.5GHz Max Turbo, Cache 12MB, 4 Núcleos, 8 Threads, LGA 1700 - BX8071513100F","R$ 649,99"
https://www.kabum.com.br/produto/113001,"Processador Intel Core i9-10900KF, 3.7GHz (5.3GHz Max Turbo), Cache 20MB, LGA 1200 - BX8070110900KF","R$ 2.099,99"
https://www.kabum.com.br/produto/148901,"Processador Intel Core i9-11900K 11ª Geração, 3.5 GHz (5.1GHz Turbo), Cache 16MB, Octa Core, 16 Threads, LGA1200, Vídeo Integrado - BX8070811900K","R$ 2.499,99"
https://www.kabum.com.br/produto/148914,"Processador Intel Core i5-11600KF 11ª Geração, 3.9 GHz (4.9GHz Turbo), Cache 12MB, Hexa Core, 16 Threads, LGA1200 - BX8070811600KF","R$ 1.299,99"
https://www.kabum.com.br/produto/405761,"Processador Intel Core i9-13900F, 5.6GHz Max Turbo, Cache 36MB, 24 Núcleos, 32 Threads, LGA 1700 - BX8071513900F","R$ 3.699,99"
https://www.kabum.com.br/produto/405762,"Processador Intel Core i7-13700, 5.2GHz Max Turbo, Cache 30MB, 16 Núcleos, 24 Threads, LGA 1700, Vídeo Integrado - BX8071513700","R$ 2.699,99"
https://www.kabum.com.br/produto/386971,"Processador Intel Core i9-13900K, 13ª Geração, 5.8GHz Max Turbo, Cache 36MB, 24 Núcleos, 32 Threads, LGA 1700, Vídeo Integrado - BX8071513900K","R$ 3.999,99"
https://www.kabum.com.br/produto/386976,"Processador Intel Core i5-13600KF, 13ª Geração, 5.1GHz Max Turbo, Cache 24MB, 14 Núcleos, 20 Threads, LGA 1700 - BX8071513600KF","R$ 2.099,99"
https://www.kabum.com.br/produto/169573,"Processador Intel Core I7 10700K 10ª Geração, 3.80GHz, Cache 16MB, Octa Core, 16 Threads, LGA 1200 - BX8070110700K","R$ 2.120,63"
https://www.kabum.com.br/produto/366889,"Processador Intel Core I9-11900KF, 3.5GHz, Cachê 16MB, LGA 1200 - BX8070811900KF","R$ 2.532,07"
https://www.kabum.com.br/produto/378413,"Processador AMD Ryzen 7 7700X, 5.4GHz Max Turbo, Cache 40MB, AM5, 8 Núcleos, Vídeo Integrado - 100-100000591WOF","R$ 2.479,99"
https://www.kabum.com.br/produto/462192,"Processador Intel Core I3 13100, 3.4GHz, 3MB, Sem cooler Tray 13G - Cm8071505092202","R$ 973,57"
https://www.kabum.com.br/produto/169797,"Processador Intel Core I9-9900, 3.1GHz (5.0GHz Turbo), Cachê 16MB, Octa Core, 16 Threads, LGA 1151- BX80684I9990","R$ 2.834,99"
https://www.kabum.com.br/produto/266363,"Processador Intel Core I9 9900K 9ª Geração, 3.60GHz, LGA 1151, Box - BX806849900K","R$ 4.426,89"
https://www.kabum.com.br/produto/420278,"Processador AMD Ryzen 7 7700, 3.8GHz (5.3GHz Max Turbo), Cache 32MB, 8 Cores, 16 Threads, AM5, Wraith Prism - 100-100000592BOX","R$ 2.280,47"
https://www.kabum.com.br/produto/364855,"Processador Intel Core I5-10600 10ª Geração, 3.3GHz (4.8GHz Max Turbo), Cache 12MB, LGA 1200 - BX8070110600","R$ 1.607,27"
https://www.kabum.com.br/produto/364853,"Processador Intel Core I9-11900 11ª Geração, 2.50GHz, Cache 16MB, 16 Threads, LGA 1200 - BX8070811900","R$ 2.917,12"
https://www.kabum.com.br/produto/390981,"Processador AMD Ryzen Radeon 9 7950X, 2200MHz, Cache 80MB, 1Hexa Core, AM5, Vídeo Integrado - 100-100000514WOF","R$ 3.869,12"
https://www.kabum.com.br/produto/442569,"Processador AMD Ryzen 9 7900 4.00ghz, 12-core, 76MB, Am5","R$ 3.334,39"
https://www.kabum.com.br/produto/339790,"Processador Intel I7 12700 12ª Geração, 2.1GHz, Cache 25MB, Dual Core, 20 Threads, LGA 1700 - BX8071512700","R$ 2.311,92"
https://www.kabum.com.br/produto/241047,"Processador Intel Core i5-12600KF, 3.7GHz (4.9Ghz Max Turbo), Cache 20MB, Quad Core, 8 Threads, LGA 1700 - BX8071512600KF","R$ 1.499,99"
https://www.kabum.com.br/produto/241048,"Processador Intel Core i7-12700K, 3.6GHz (5.0GHz Max Turbo), 12 Núcleos, 20 Threads, LGA 1700, Vídeo Integrado - BX8071512700K","R$ 2.399,99"
https://www.kabum.com.br/produto/241049,"Processador Intel Core i7-12700KF, 3.6GHz (5.0GHz Max Turbo), Cache 25MB, 12 Núcleos, 20 Threads, LGA 1700 - BX8071512700KF","R$ 1.999,99"
https://www.kabum.com.br/produto/112995,"Processador Intel Core i7-10700F, 2.9GHz (4.8GHz Max Turbo), Cache 16MB, LGA 1200 - BX8070110700F","R$ 1.399,99"
https://www.kabum.com.br/produto/202052,"Processador Intel Core I9 10900K, 3.7GHz (5.3GHz Max Turbo), Cache 20MB, LGA 1200, Sem Cooler - BX8070110900K","R$ 2.464,15"
https://www.kabum.com.br/produto/174988,"Processador Intel Core I3 10100F, 3.6GHz (4.3GHz Turbo)","R$ 587,97"
https://www.kabum.com.br/produto/467740,"Processador AMD Ryzen 3 3200g, Cache 4MB, 3.6GHZ (4ghz Max Turbo), AM4 - Yd3200c5fhbox (oem), Sem Cooler","R$ 299,00"
https://www.kabum.com.br/produto/386368,"Processador AMD Ryzen 5 4600G, 3.7GHz (4.2GHz Max Boost), Cache 11MB, AM4, Ví­deo Integrado Vega 7","R$ 660,44"
https://www.kabum.com.br/produto/161618,"Processador AMD Ryzen 5 5600X, 3.7GHz, Cache 32MB, Hexa Core, 12 Threads, AM4 - 100-100000065BOX","R$ 987,62"
https://www.kabum.com.br/produto/169444,"Processador Intel I5-11400F, 2.6GHz, Cache 12MB, Hexa Core, 12 Threads, LGA 1200 - BX8070811400F","R$ 878,80"
https://www.kabum.com.br/produto/458285,"Processador Intel Core I7-11700, 2.5GHZ, Cache 16MB, LGA1200","R$ 2.155,93"
https://www.kabum.com.br/produto/241051,"Processador Intel Core i9-12900KF, 3.2GHz (5.2GHz Max Turbo), Cache 30MB, 16 Núcleos, 24 Threads, LGA 1700 - BX8071512900KF","R$ 2.999,99"
https://www.kabum.com.br/produto/162098,"Processador Intel Core I5-10400, 2.90GHz (4.3GHz Turbo), Hexa Core, Cache 12MB, LGA 1200 - BX8070110400","R$ 869,46"
https://www.kabum.com.br/produto/307897,"Processador Intel Celeron G6900, 3.40MHz, LGA 1700 - BX80715G6900","R$ 369,51"
https://www.kabum.com.br/produto/378414,"Processador AMD Ryzen 5 7600X, 5.3GHz  Max Turbo, Cache 38MB, AM5, 6 Núcleos, Vídeo Integrado - 100-100000593WOF","R$ 1.698,99"
https://www.kabum.com.br/produto/189544,"Processador Intel Core I7-10700KF, 3.8GHz (5.1GHz Max Turbo), Cache 16MB, LGA 1200 - BX8070110700KF","R$ 1.705,87"
https://www.kabum.com.br/produto/158283,"Processador Intel Core I3-10100, 3.60GHz (4.3GHz Turbo), Cache 6MB, LGA 1200 - BX8070110100","R$ 616,17"
https://www.kabum.com.br/produto/378411,"Processador AMD Ryzen 9 7950X, 5.7GHz Max Turbo, Cache 80MB, AM5, 16 Núcleos, Vídeo Integrado - 100-100000514WOF","R$ 3.999,99"
https://www.kabum.com.br/produto/392453,"Processador Intel Core I5-4590, 3.30GHz, Quad Core, Threads","R$ 130,95"
https://www.kabum.com.br/produto/181089,"Processador AMD Ryzen 7 5700G, 3.8GHz (4.6GHz Max Turbo), Cache 20MB, 8 Núcleos, 16 Threads, Vídeo Integrado, AM4 - 100-100000263BOX","R$ 1.399,99"
https://www.kabum.com.br/produto/320797,"Processador AMD Ryzen 7 5700X, 3.4GHz (4.6GHz Max Turbo), Cache 36MB, AM4, Sem Vídeo - 100-100000926WOF","R$ 1.249,99"
https://www.kabum.com.br/produto/129460,"Processador AMD Ryzen 9 5900X, 3.7GHz (4.8GHz Max Turbo), Cache 70MB, 12 Núcleos, 24 Threads, AM4 - 100-100000061WOF","R$ 1.999,99"
https://www.kabum.com.br/produto/112991,"Processador Intel Core i5-10400F, 2.9GHz (4.3GHz Max Turbo), Cache 12MB, 6 Núcleos, 12 Threads, LGA 1200 - BX8070110400F","R$ 619,99"
https://www.kabum.com.br/produto/169788,"Processador Intel Pentium Gold G6400, 4.00GHz, Cache 4MB, 4 Threads, LGA 1200","R$ 574,24"
https://www.kabum.com.br/produto/208763,"Processador Intel Celeron G1820, 2.70GHz, Cache 2MB, Dual Core, 2 Threads, LGA 1150 - BX80646G1820","R$ 413,09"
https://www.kabum.com.br/produto/189645,Processador Intel Core I3 3220,"R$ 79,00"
https://www.kabum.com.br/produto/169845,"Processador Intel Xeon E2124, 3.30GHz, Cache 8MB, Quad Core, LGA 1151, Sem Gráfico - BX80684E2124","R$ 2.311,99"
https://www.kabum.com.br/produto/210014,"Processador AMD Ryzen 3 3200G, 3.6GHz (4.0GHz Turbo), Quad Core, AM4 - YD3200C5FHBOX","R$ 671,49"
https://www.kabum.com.br/produto/222287,"Processador Intel I5-10600K Marvel's Avengers Collector's Edition Packaging, Cache 12MB, 4.10GHz (4.80GHz) - BX8070110600KA","R$ 2.258,10"
https://www.kabum.com.br/produto/345270,"Processador AMD Ryzen 5, 3.6GHz, Cache 32MB, 12 Threads, AM4, 3400G, OEM","R$ 1.045,66"
https://www.kabum.com.br/produto/315573,"Processador Intel Xeon E7-8830 SLC3K, 2.13GHz, Cache 24MB, Octa Core, LGA 1567","R$ 206,91"
https://www.kabum.com.br/produto/284022,"Processador Intel Core I7-6950X, 3.0GHz, Sem Cooler","R$ 9.553,17"
https://www.kabum.com.br/produto/382048,"Processador Intel Core I5 650, 3.2GHz, Cache 4MB, LGA 1156, Sem Cooler Tray","R$ 191,50"
https://www.kabum.com.br/produto/345335,"Processador Intel Core I5-2400S, 2.50GHz, LGA 1155, OEM","R$ 149,38"
https://www.kabum.com.br/produto/416319,"Processador Intel Xeon E-2146G, 3.5GHz, Cache 12MB, LGA 1151, 6C/12T","R$ 3.299,00"
https://www.kabum.com.br/produto/419996,Kit com Processador Intel Core I5 10400f E Pasta Térmica Cooler Master,"R$ 1.056,47"
https://www.kabum.com.br/produto/240106,"Processador Intel Core I9 11900K 11ª Geração, 3.50GHz, LGA 1200, Box - BX8070811900K","R$ 3.505,29"
https://www.kabum.com.br/produto/385698,"Processador AM4 Ryzen 3, 2200G, 3.5HZ/6MB, Sem Cooler, Tray ,Yd2200c5fbtray, AMD","R$ 469,61"
https://www.kabum.com.br/produto/385703,"Processador Intel Core I7 4770, 3.4GHz, Cache 8MB, LGA 1150, Sem Cooler","R$ 1.592,08"
https://www.kabum.com.br/produto/442579,"Processador Intel 775 Celeron 430 1.8ghz, 512kb Tray 10ªg, Celeron 430","R$ 19,47"
https://www.kabum.com.br/produto/422163,"Processador Intel Core I5-10400f, Cache 12MB, 2.9ghz, LGA 1200 - BX8070110400F","R$ 1.187,10"
https://www.kabum.com.br/produto/416283,"Processador Intel Core I3 8300 8ª Geração, 3.7GHz, Cache 8MB, LGA 1151, Sem Cooler Tray - CM8068403377111","R$ 929,78"
https://www.kabum.com.br/produto/161603,"Processador AMD Ryzen 5 3600, 3.6GHz, Cache 32MB, Hexa Core, 12 Threads, AM4 - 100-100000031BOX","R$ 2.289,08"
https://www.kabum.com.br/produto/429947,Processador Intel 2011 Xeon E5 2680 V2 2.8ghz Tray 2ºg Cm8062107184424,"R$ 687,23"
https://www.kabum.com.br/produto/432772,"Processador 1151, Intel Core I3 6100, 3.7ghz/3MB S/coolertray 6º G - I3-6100","R$ 183,26"
https://www.kabum.com.br/produto/253989,"Processador Intel Core I3-10100 Comet Lake, 3.60GHz (4.30GHz), Cache 6MB, LGA 1200 - BX8070110100","R$ 721,59"
https://www.kabum.com.br/produto/373180,"Processador Intel Core I9 12900F, 3.80GHz, 16 Core, LGA 1700","R$ 3.522,31"
https://www.kabum.com.br/produto/112996,"Processador Intel Core i7-10700K, 3.8GHz (5.1GHz Max Turbo), Cache 16MB, LGA 1200 - BX8070110700K","R$ 1.799,99"
https://www.kabum.com.br/produto/366827,"Processador AMD Ryzen 7 5700X, 3.4GHz, Cache 32MB, Octa Core, 16 Threads, AM4 - 100-100000926WOF","R$ 1.531,05"
https://www.kabum.com.br/produto/158261,"Processador Intel Core I9-10900F, 10ª Geração, 2.8GHz (5.2GHz Turbo), Cache 20MB, LGA 1200 - BX8070110900F","R$ 2.204,10"
https://www.kabum.com.br/produto/457005,Processador Intel 1151 Core I7 8700 3.7ghz/12mb S/ Cooler Tray 8°g I7-8700,"R$ 1.159,92"
https://www.kabum.com.br/produto/429953,Processador Intel 1151 Core I7 7700 3.6ghz/8MB S/ Cooler Tray 7º G I7 7700,"R$ 1.254,18"
https://www.kabum.com.br/produto/427059,Processador Intel Core I5 13400 Box Lga 1700 10 Cores 16 Threads 20MB Cache - BX8071513400,"R$ 1.662,52"
https://www.kabum.com.br/produto/467753,"Processador Intel Core I3-10100f, Bx8070110100f, Oem","R$ 399,00"
https://www.kabum.com.br/produto/169601,"Processador Intel 11700F Core I7 11ª Geração, 2.50GHz, Box - BX8070811700F","R$ 1.668,99"
https://www.kabum.com.br/produto/444797,"Processador Gamer Intel I5-4590, Core 4 Núcleos, Lga1150, 6MB 3.30ghz Oem","R$ 1.840,00"
https://www.kabum.com.br/produto/405802,"Processador AMD Ryzen 9 7900, 5.4GHz Max Turbo, Cache 76MB, AM5, 12 Núcleos, Vídeo Integrado - 100-100000590BOX","R$ 2.799,99"
https://www.kabum.com.br/produto/406913,"Processador Intel Core I5-13600K, 3.5GHz, Cache 24MB, Quad Core, 20 Threads, LGA 1700 - BX8071513600KI","R$ 2.278,77"
https://www.kabum.com.br/produto/283717,"Processador Intel Core i7-12700F, 2.1GHz (4.9GHz Max Turbo), Cache 25MB, LGA 1700 - BX8071512700F","R$ 1.999,99"
https://www.kabum.com.br/produto/426261,"Processador AMD Ryzen 9 7900X3D, 5.6GHz Max Turbo, Cache 140MB, AM5, 12 Núcleos, Vídeo Integrado - 100-100000909WOF","R$ 3.799,99"
https://www.kabum.com.br/produto/241050,"Processador Intel Core i9-12900K, 3.2GHz (5.2GHz Max Turbo), Cache 30MB, 16 Núcleos, 24 Threads, LGA 1700, Vídeo Integrado - BX8071512900K","R$ 3.099,99"
https://www.kabum.com.br/produto/112999,"Processador Intel Core i9-10900F, 2.8GHz (5.2GHz Max Turbo), Cache 20MB, LGA 1200 - BX8070110900F","R$ 2.299,99"
https://www.kabum.com.br/produto/148905,"Processador Intel Core i7-11700 11ª Geração, 2.5 GHz (4.8GHz Turbo), Cache 16MB, Octa Core, 16 Threads, LGA1200, Vídeo Integrado - BX8070811700","R$ 1.849,99"
